order_id,order_date,user_id,category,product_name,quantity,weighted_price
1017,24/10/23,352,Stationery,Notebook,3,476.93
1018,24/10/20,221,Beverages,Tea,1,393.5
1018,24/10/20,221,Clothing,Saree,1,48.77
1018,24/10/20,221,Dairy & Eggs,Eggs,1,255.15
1018,24/10/20,221,Health & Wellness,Vitamins,2,28.31
1018,24/10/20,221,Meat & Seafood,Fish,1,422.52
1018,24/10/20,221,Snacks,Biscuits,2,405.37
1019,24/07/13,405,Fruits & Vegetables,Tomato,1,29.47
1019,24/07/13,405,Household,Tissue,5,385.25
1020,24/10/24,361,Bakery,Cake,2,336.83
1020,24/10/24,361,Beverages,Tea,2,424.73
1020,24/10/24,361,Electronics,Mixer Grinder,3,347.66
1020,24/10/24,361,Footwear,Shoes,3,286.73
1020,24/10/24,361,Fruits & Vegetables,Apple,3,334.99
1020,24/10/24,361,Fruits & Vegetables,Banana,1,235.39
1020,24/10/24,361,Household,Floor Cleaner,1,15.08
1021,24/04/04,103,Baby Care,Diapers,3,51.06
1021,24/04/04,103,Beverages,Coffee,2,40.4
1021,24/04/04,103,Clothing,Shirt,3,422.24
1021,24/04/04,103,Fruits & Vegetables,Orange,1,412.56
1021,24/04/04,103,Health & Wellness,Pain Reliever,1,112.46
1021,24/04/04,103,Snacks,Chocolate,1,468.01
1021,24/04/04,103,Snacks,Popcorn,3,104.83
1022,24/08/12,113,Bakery,Croissant,2,207.88
1022,24/08/12,113,Beverages,Juice,1,404.69
1022,24/08/12,113,Clothing,Dress,2,252.55
1022,24/08/12,113,Meat & Seafood,Prawns,1,33
1022,24/08/12,113,Personal Care,Shampoo,1,124.56
1023,24/01/29,198,Bakery,Pastry,2,111.85
1023,24/01/29,198,Grains & Staples,Lentils,1,273.76
1023,24/01/29,198,Grains & Staples,Rice,1,292.74
1023,24/01/29,198,Grains & Staples,Spices,2,133.19
1023,24/01/29,198,Household,Tissue,1,104.62
1024,24/10/27,168,Clothing,Dress,1,411.05
1024,24/10/27,168,Electronics,Electric Kettle,3,498.01
1024,24/10/27,168,Personal Care,Shampoo,2,225.72
1025,24/08/06,47,Fruits & Vegetables,Orange,3,359.78
1025,24/08/06,47,Household,Dishwashing Liquid,2,30.4
1025,24/08/06,47,Household,Toilet Paper,2,499.53
1026,24/06/10,205,Beverages,Energy Drink,2,195.84
1026,24/06/10,205,Beverages,Tea,3,50.45
1026,24/06/10,205,Grains & Staples,Wheat Flour,1,155.83
1026,24/06/10,205,Household,Detergent,3,55.93
1026,24/06/10,205,Meat & Seafood,Beef,3,226.35
1026,24/06/10,205,Snacks,Chips,2,98.99
1027,24/11/05,75,Bakery,Bread,3,19.13
1027,24/11/05,75,Fruits & Vegetables,Potato,1,44.56
1027,24/11/05,75,Meat & Seafood,Chicken Breast,3,491.37
1027,24/11/05,75,Personal Care,Shampoo,1,412.73
1027,24/11/05,75,Personal Care,Toothpaste,3,416.59
1028,24/08/22,427,Bakery,Croissant,2,358.45
1028,24/08/22,427,Fruits & Vegetables,Spinach,1,276.14
1028,24/08/22,427,Grains & Staples,Spices,4,137.22
1028,24/08/22,427,Grains & Staples,Sugar,1,430.37
1028,24/08/22,427,Personal Care,Toothpaste,3,471.66
1029,24/04/14,473,Clothing,Dress,1,345.05
1029,24/04/14,473,Grains & Staples,Salt,3,65.17
1029,24/04/14,473,Meat & Seafood,Prawns,3,78.5
1029,24/04/14,473,Personal Care,Toothpaste,3,185.61
1029,24/04/14,473,Stationery,Marker,3,37.3
1030,24/03/12,255,Books,Educational Book,2,27.75
1030,24/03/12,255,Household,Detergent,3,338.73
1030,24/03/12,255,Household,Floor Cleaner,1,112.43
1030,24/03/12,255,Stationery,Pen,2,257.21
1031,24/05/05,78,Dairy & Eggs,Butter,1,233.33
1031,24/05/05,78,Grains & Staples,Pasta,3,392.1
1031,24/05/05,78,Household,Toilet Paper,1,186.25
1032,24/05/23,102,Books,Fiction Book,3,232.85
1032,24/05/23,102,Grains & Staples,Salt,3,476.83
1032,24/05/23,102,Grains & Staples,Spices,3,106.29
1033,24/10/27,347,Clothing,Dress,3,452.2
1033,24/10/27,347,Snacks,Chips,2,234.13
1033,24/10/27,347,Stationery,Marker,4,189.575
1034,24/11/26,449,Bakery,Pastry,1,103.04
1034,24/11/26,449,Footwear,Shoes,1,296.43
1034,24/11/26,449,Grains & Staples,Cooking Oil,1,119.37
1034,24/11/26,449,Grains & Staples,Pasta,1,355.34
1035,24/06/26,55,Bakery,Cookies,2,213.55
1035,24/06/26,55,Beverages,Tea,3,420.71
1035,24/06/26,55,Clothing,Jeans,2,68.59
1035,24/06/26,55,Electronics,Phone Cover,2,424.49
1035,24/06/26,55,Fruits & Vegetables,Banana,2,235.72
1035,24/06/26,55,Meat & Seafood,Beef,1,291.08
1036,24/04/05,298,Bakery,Pastry,3,159.69
1036,24/04/05,298,Beverages,Soda,3,144.85
1036,24/04/05,298,Dairy & Eggs,Yogurt,2,410.88
1036,24/04/05,298,Grains & Staples,Spices,2,186.3
1036,24/04/05,298,Household,Toilet Paper,3,379.55
1037,24/11/01,94,Baby Care,Diapers,2,127
1037,24/11/01,94,Bakery,Cookies,3,360.83
1037,24/11/01,94,Electronics,Electric Kettle,3,419.92
1037,24/11/01,94,Footwear,Shoes,1,213.11
1037,24/11/01,94,Household,Detergent,2,223.23
1037,24/11/01,94,Snacks,Popcorn,3,219.7
1037,24/11/01,94,Stationery,Pen,1,131.12
1038,24/08/19,420,Beverages,Tea,1,327.53
1038,24/08/19,420,Clothing,Saree,3,441.32
1038,24/08/19,420,Dairy & Eggs,Cheese,3,211.41
1038,24/08/19,420,Dairy & Eggs,Eggs,2,28.22
1038,24/08/19,420,Electronics,Electric Kettle,2,288.16
1038,24/08/19,420,Household,Toilet Paper,1,416.24
1038,24/08/19,420,Stationery,Pen,2,327.77
1039,24/07/27,487,Baby Care,Baby Food,1,53.62
1039,24/07/27,487,Clothing,Dress,2,280.95
1039,24/07/27,487,Electronics,Mixer Grinder,2,468.26
1039,24/07/27,487,Grains & Staples,Salt,1,99.86
1039,24/07/27,487,Health & Wellness,Pain Reliever,2,463.02
1039,24/07/27,487,Household,Detergent,3,285.97
1040,24/07/16,206,Bakery,Cake,1,68.47
1040,24/07/16,206,Fruits & Vegetables,Orange,5,265.294
1041,24/12/11,359,Dairy & Eggs,Eggs,1,267.12
1041,24/12/11,359,Dairy & Eggs,Yogurt,3,330.97
1041,24/12/11,359,Electronics,Phone Cover,1,440.04
1041,24/12/11,359,Fruits & Vegetables,Banana,3,60.5
1041,24/12/11,359,Health & Wellness,Pain Reliever,1,378.99
1041,24/12/11,359,Household,Toilet Paper,3,446.32
1041,24/12/11,359,Snacks,Popcorn,3,390.98
1042,24/09/05,459,Clothing,Saree,3,103.5633333
1042,24/09/05,459,Meat & Seafood,Prawns,3,294.73
1043,24/12/14,367,Beverages,Soda,3,135.64
1043,24/12/14,367,Clothing,Shirt,3,346.54
1043,24/12/14,367,Dairy & Eggs,Yogurt,3,403.17
1043,24/12/14,367,Electronics,Earphones,1,456.48
1043,24/12/14,367,Household,Floor Cleaner,3,176.77
1043,24/12/14,367,Household,Tissue,2,470.72
1043,24/12/14,367,Household,Toilet Paper,3,64.92
1044,24/08/12,130,Bakery,Pastry,2,191.88
1044,24/08/12,130,Clothing,Dress,1,109.39
1044,24/08/12,130,Meat & Seafood,Fish,3,396.75
1045,24/08/27,390,Clothing,Jeans,3,90.94
1045,24/08/27,390,Dairy & Eggs,Cheese,3,263.69
1045,24/08/27,390,Electronics,Electric Kettle,1,141.05
1045,24/08/27,390,Fruits & Vegetables,Apple,3,477.98
1045,24/08/27,390,Grains & Staples,Salt,2,73.41
1045,24/08/27,390,Meat & Seafood,Chicken Breast,1,271.3
1046,24/07/15,356,Clothing,Jeans,2,498.59
1046,24/07/15,356,Dairy & Eggs,Eggs,1,176.41
1046,24/07/15,356,Health & Wellness,Pain Reliever,2,260.77
1046,24/07/15,356,Health & Wellness,Vitamins,2,393.94
1046,24/07/15,356,Household,Tissue,1,429.93
1046,24/07/15,356,Meat & Seafood,Fish,3,216.25
1046,24/07/15,356,Personal Care,Toothpaste,1,475.81
1047,24/05/21,221,Electronics,Electric Kettle,1,36.75
1047,24/05/21,221,Household,Dishwashing Liquid,2,224.81
1047,24/05/21,221,Household,Floor Cleaner,1,198.91
1048,24/12/09,488,Dairy & Eggs,Yogurt,2,314.51
1048,24/12/09,488,Meat & Seafood,Chicken Breast,1,357.51
1048,24/12/09,488,Snacks,Chocolate,2,310.42
1049,24/03/29,488,Bakery,Bread,1,128.86
1049,24/03/29,488,Dairy & Eggs,Cheese,2,263.95
1049,24/03/29,488,Footwear,Shoes,2,246.1
1049,24/03/29,488,Fruits & Vegetables,Apple,3,414.16
1049,24/03/29,488,Fruits & Vegetables,Tomato,1,362.28
1049,24/03/29,488,Meat & Seafood,Chicken Breast,3,110.49
1050,24/05/05,194,Fruits & Vegetables,Spinach,1,372.68
1050,24/05/05,194,Grains & Staples,Lentils,2,235.26
1050,24/05/05,194,Household,Tissue,2,376.97
1050,24/05/05,194,Household,Toilet Paper,3,77.82
1050,24/05/05,194,Meat & Seafood,Fish,3,468.22
1050,24/05/05,194,Snacks,Biscuits,2,445.71
1051,24/12/20,53,Beverages,Energy Drink,3,245.45
1051,24/12/20,53,Fruits & Vegetables,Carrot,2,131.39
1051,24/12/20,53,Fruits & Vegetables,Onion,2,359.34
1051,24/12/20,53,Grains & Staples,Salt,1,296.92
1052,24/02/05,165,Baby Care,Baby Food,3,482.88
1052,24/02/05,165,Dairy & Eggs,Butter,2,19.14
1052,24/02/05,165,Dairy & Eggs,Cheese,1,252.87
1052,24/02/05,165,Meat & Seafood,Prawns,3,16.42
1052,24/02/05,165,Stationery,Notebook,2,332.82
1053,24/05/03,135,Dairy & Eggs,Eggs,3,307.39
1053,24/05/03,135,Meat & Seafood,Prawns,2,273.26
1053,24/05/03,135,Personal Care,Soap,2,344.37
1054,24/09/25,323,Bakery,Bread,2,203.11
1054,24/09/25,323,Beverages,Tea,1,300.34
1054,24/09/25,323,Dairy & Eggs,Eggs,5,223.622
1054,24/09/25,323,Electronics,Mixer Grinder,1,292.75
1054,24/09/25,323,Meat & Seafood,Prawns,3,339.7
1055,24/04/21,272,Beverages,Coffee,2,95.58
1055,24/04/21,272,Beverages,Tea,3,22.34
1055,24/04/21,272,Clothing,Jeans,3,300.95
1055,24/04/21,272,Fruits & Vegetables,Carrot,1,333.81
1055,24/04/21,272,Fruits & Vegetables,Orange,1,188.12
1055,24/04/21,272,Snacks,Chocolate,3,173.48
1055,24/04/21,272,Snacks,Popcorn,3,24.6
1056,24/05/19,243,Bakery,Cake,3,37.91
1056,24/05/19,243,Meat & Seafood,Chicken Breast,3,257.11
1056,24/05/19,243,Snacks,Chips,1,156.76
1057,24/07/15,282,Bakery,Croissant,1,422.38
1057,24/07/15,282,Beverages,Juice,2,138.67
1057,24/07/15,282,Electronics,Mixer Grinder,3,254.66
1057,24/07/15,282,Electronics,Phone Cover,1,220.79
1057,24/07/15,282,Meat & Seafood,Beef,1,75.76
1057,24/07/15,282,Meat & Seafood,Prawns,3,39.81
1058,24/11/10,114,Bakery,Croissant,3,437.91
1058,24/11/10,114,Beverages,Energy Drink,2,33.48
1058,24/11/10,114,Electronics,Phone Cover,2,232.5
1058,24/11/10,114,Fruits & Vegetables,Tomato,2,255.93
1058,24/11/10,114,Grains & Staples,Wheat Flour,3,415.41
1059,24/04/06,124,Bakery,Cookies,6,437.49
1059,24/04/06,124,Grains & Staples,Spices,1,268.98
1059,24/04/06,124,Health & Wellness,Pain Reliever,2,254.73
1059,24/04/06,124,Household,Dishwashing Liquid,1,189.43
1060,24/08/16,29,Bakery,Pastry,1,176.97
1060,24/08/16,29,Beverages,Soda,2,333.54
1060,24/08/16,29,Grains & Staples,Pasta,3,126.92
1060,24/08/16,29,Personal Care,Face Wash,1,153.57
1061,24/09/18,392,Clothing,Saree,2,303.01
1061,24/09/18,392,Grains & Staples,Sugar,2,167.51
1061,24/09/18,392,Household,Dishwashing Liquid,2,489.04
1062,24/11/04,188,Beverages,Juice,3,100.53
1062,24/11/04,188,Beverages,Soda,2,304.34
1062,24/11/04,188,Clothing,Saree,3,32.52
1062,24/11/04,188,Clothing Accessories,Belt,1,169.1
1062,24/11/04,188,Grains & Staples,Rice,2,172.79
1062,24/11/04,188,Snacks,Biscuits,2,408.08
1063,24/08/10,483,Baby Care,Baby Food,3,335.82
1063,24/08/10,483,Bakery,Croissant,4,138.1625
1063,24/08/10,483,Dairy & Eggs,Milk,2,391.65
1063,24/08/10,483,Dairy & Eggs,Yogurt,1,433.83
1063,24/08/10,483,Electronics,Earphones,3,371.04
1064,24/03/02,411,Bakery,Bread,1,370.1
1064,24/03/02,411,Beverages,Coffee,3,453.56
1064,24/03/02,411,Fruits & Vegetables,Potato,1,286.65
1064,24/03/02,411,Grains & Staples,Sugar,1,392.19
1064,24/03/02,411,Health & Wellness,Vitamins,3,77.05
1065,24/01/22,92,Beverages,Energy Drink,3,55.16
1065,24/01/22,92,Beverages,Juice,3,315.86
1065,24/01/22,92,Clothing,Shirt,1,495.7
1065,24/01/22,92,Grains & Staples,Lentils,1,447.14
1065,24/01/22,92,Grains & Staples,Rice,1,457.36
1065,24/01/22,92,Personal Care,Face Wash,2,172.29
1065,24/01/22,92,Personal Care,Soap,3,471.72
1066,24/01/08,52,Baby Care,Baby Food,3,394.32
1066,24/01/08,52,Meat & Seafood,Beef,2,291.93
1066,24/01/08,52,Meat & Seafood,Chicken Breast,2,324.11
1066,24/01/08,52,Personal Care,Face Wash,2,230.14
1066,24/01/08,52,Snacks,Biscuits,2,293.79
1067,24/07/15,328,Fruits & Vegetables,Spinach,2,251.9
1067,24/07/15,328,Fruits & Vegetables,Tomato,1,28.43
1067,24/07/15,328,Grains & Staples,Lentils,2,73.3
1067,24/07/15,328,Household,Tissue,2,418.82
1068,24/05/22,94,Baby Care,Baby Food,1,469.14
1068,24/05/22,94,Fruits & Vegetables,Potato,2,179.62
1068,24/05/22,94,Grains & Staples,Lentils,3,393.24
1068,24/05/22,94,Grains & Staples,Salt,2,449.57
1068,24/05/22,94,Grains & Staples,Spices,3,413.63
1068,24/05/22,94,Grains & Staples,Sugar,3,127.34
1068,24/05/22,94,Snacks,Biscuits,3,250.16
1069,24/08/08,109,Bakery,Pastry,1,48.17
1069,24/08/08,109,Personal Care,Shampoo,3,459.09
1069,24/08/08,109,Personal Care,Toothpaste,1,239.87
1069,24/08/08,109,Stationery,Pen,2,25.35
1070,24/02/23,77,Dairy & Eggs,Yogurt,2,148.49
1070,24/02/23,77,Fruits & Vegetables,Orange,3,453.16
1070,24/02/23,77,Grains & Staples,Salt,3,482.49
1071,24/09/19,49,Bakery,Pastry,1,263.61
1071,24/09/19,49,Household,Floor Cleaner,1,293.75
1071,24/09/19,49,Household,Toilet Paper,3,411.92
1072,24/07/09,195,Bakery,Cake,2,434.14
1072,24/07/09,195,Beverages,Tea,2,48.84
1072,24/07/09,195,Dairy & Eggs,Milk,3,305.71
1072,24/07/09,195,Stationery,Marker,1,17.37
1073,24/05/04,176,Beverages,Soda,1,360.34
1073,24/05/04,176,Meat & Seafood,Beef,1,102.97
1073,24/05/04,176,Meat & Seafood,Chicken Breast,1,159.68
1074,24/12/23,333,Bakery,Croissant,3,27.1
1074,24/12/23,333,Beverages,Juice,2,106.92
1074,24/12/23,333,Dairy & Eggs,Cheese,1,56.16
1074,24/12/23,333,Electronics,Electric Kettle,2,51.79
1074,24/12/23,333,Fruits & Vegetables,Banana,3,115.42
1074,24/12/23,333,Household,Tissue,1,104.6
1074,24/12/23,333,Stationery,Notebook,1,228.38
1075,24/11/03,359,Baby Care,Baby Food,1,233.75
1075,24/11/03,359,Clothing,Jeans,3,231.74
1075,24/11/03,359,Dairy & Eggs,Milk,2,193.63
1075,24/11/03,359,Health & Wellness,Pain Reliever,2,396.81
1075,24/11/03,359,Meat & Seafood,Fish,1,190.8
1075,24/11/03,359,Meat & Seafood,Prawns,3,140.61
1075,24/11/03,359,Personal Care,Face Wash,1,99.25
1076,24/07/07,43,Baby Care,Diapers,2,387.01
1076,24/07/07,43,Bakery,Bread,3,195.61
1076,24/07/07,43,Books,Educational Book,1,310.75
1076,24/07/07,43,Electronics,Mixer Grinder,1,335.21
1076,24/07/07,43,Personal Care,Soap,5,150.542
1077,24/09/11,486,Beverages,Juice,2,114.68
1077,24/09/11,486,Clothing Accessories,Belt,1,114.47
1077,24/09/11,486,Electronics,Phone Cover,1,266.23
1077,24/09/11,486,Personal Care,Toothpaste,2,464.44
1078,24/10/21,299,Beverages,Coffee,3,456.56
1078,24/10/21,299,Dairy & Eggs,Eggs,1,116.86
1078,24/10/21,299,Electronics,Phone Cover,3,257.11
1078,24/10/21,299,Meat & Seafood,Beef,1,284.02
1078,24/10/21,299,Snacks,Biscuits,3,178.87
1079,24/07/29,30,Baby Care,Diapers,3,134.71
1079,24/07/29,30,Beverages,Juice,1,56.45
1079,24/07/29,30,Beverages,Soda,2,460.59
1079,24/07/29,30,Books,Educational Book,2,424.4
1079,24/07/29,30,Health & Wellness,Vitamins,1,78.99
1079,24/07/29,30,Household,Dishwashing Liquid,3,115.18
1079,24/07/29,30,Stationery,Notebook,1,451.52
1080,24/08/30,367,Dairy & Eggs,Yogurt,3,155.2
1080,24/08/30,367,Fruits & Vegetables,Carrot,2,150.13
1080,24/08/30,367,Grains & Staples,Sugar,4,82.1175
1080,24/08/30,367,Household,Floor Cleaner,3,353.53
1080,24/08/30,367,Household,Toilet Paper,3,94.31
1081,24/03/13,136,Bakery,Cake,3,218.73
1081,24/03/13,136,Bakery,Cookies,1,195.76
1081,24/03/13,136,Books,Educational Book,3,319.21
1081,24/03/13,136,Electronics,Mixer Grinder,1,400.59
1081,24/03/13,136,Electronics,Phone Cover,2,156
1081,24/03/13,136,Footwear,Shoes,1,293.02
1082,24/02/14,22,Baby Care,Diapers,2,443.42
1082,24/02/14,22,Beverages,Energy Drink,1,320.8
1082,24/02/14,22,Clothing,Shirt,3,14.24
1082,24/02/14,22,Fruits & Vegetables,Tomato,1,18.16
1082,24/02/14,22,Grains & Staples,Rice,2,398.93
1082,24/02/14,22,Snacks,Biscuits,1,19.16
1083,24/01/26,82,Dairy & Eggs,Milk,2,251.42
1083,24/01/26,82,Meat & Seafood,Prawns,3,327.49
1083,24/01/26,82,Personal Care,Face Wash,2,143.425
1083,24/01/26,82,Personal Care,Shampoo,4,210.63
1083,24/01/26,82,Personal Care,Toothpaste,3,254.02
1084,24/07/21,386,Bakery,Cake,1,155.68
1084,24/07/21,386,Clothing,Jeans,3,259.62
1084,24/07/21,386,Grains & Staples,Lentils,2,425.61
1085,24/03/29,157,Bakery,Cake,2,469.56
1085,24/03/29,157,Clothing Accessories,Belt,3,55.82
1085,24/03/29,157,Electronics,Mixer Grinder,2,172.5
1085,24/03/29,157,Household,Toilet Paper,1,490.92
1085,24/03/29,157,Snacks,Chocolate,3,395.44
1085,24/03/29,157,Snacks,Popcorn,1,432.15
1085,24/03/29,157,Stationery,Pen,1,26.96
1086,24/05/20,121,Fruits & Vegetables,Carrot,3,412.55
1086,24/05/20,121,Fruits & Vegetables,Orange,3,77.8
1086,24/05/20,121,Household,Toilet Paper,2,446.99
1086,24/05/20,121,Snacks,Biscuits,1,424.47
1087,24/06/07,21,Dairy & Eggs,Yogurt,1,122.93
1087,24/06/07,21,Fruits & Vegetables,Apple,1,396.19
1087,24/06/07,21,Fruits & Vegetables,Spinach,3,238.29
1088,24/09/06,59,Beverages,Tea,3,185.74
1088,24/09/06,59,Books,Fiction Book,1,337.56
1088,24/09/06,59,Clothing Accessories,Belt,2,205.93
1088,24/09/06,59,Electronics,Charger,3,431.33
1088,24/09/06,59,Health & Wellness,Pain Reliever,3,443.44
1088,24/09/06,59,Personal Care,Shampoo,3,435.07
1089,24/05/31,190,Grains & Staples,Salt,1,59.85
1089,24/05/31,190,Meat & Seafood,Fish,3,369.88
1089,24/05/31,190,Meat & Seafood,Prawns,1,415.19
1090,24/11/01,236,Bakery,Cake,1,302.59
1090,24/11/01,236,Clothing,Dress,3,139.11
1090,24/11/01,236,Dairy & Eggs,Yogurt,3,336.01
1090,24/11/01,236,Fruits & Vegetables,Apple,1,401.05
1091,24/04/10,448,Clothing,Saree,1,437.29
1091,24/04/10,448,Dairy & Eggs,Cheese,2,71.98
1091,24/04/10,448,Electronics,Mixer Grinder,2,17.82
1091,24/04/10,448,Grains & Staples,Sugar,3,241.26
1091,24/04/10,448,Health & Wellness,Pain Reliever,1,370.54
1092,24/01/28,19,Bakery,Pastry,1,145.46
1092,24/01/28,19,Books,Fiction Book,2,94.95
1092,24/01/28,19,Snacks,Biscuits,1,308.07
1093,24/11/30,494,Beverages,Soda,1,99.4
1093,24/11/30,494,Clothing,Shirt,1,370.53
1093,24/11/30,494,Electronics,Phone Cover,2,191.98
1093,24/11/30,494,Grains & Staples,Cooking Oil,3,19.28
1093,24/11/30,494,Household,Dishwashing Liquid,3,384.43
1094,24/05/01,80,Fruits & Vegetables,Apple,2,346.34
1094,24/05/01,80,Household,Dishwashing Liquid,2,27.84
1094,24/05/01,80,Meat & Seafood,Chicken Breast,3,347.12
1094,24/05/01,80,Snacks,Biscuits,2,57.81
1095,24/12/27,111,Bakery,Bread,3,221.93
1095,24/12/27,111,Clothing,Dress,3,109.85
1095,24/12/27,111,Clothing,Shirt,2,435.45
1095,24/12/27,111,Fruits & Vegetables,Carrot,3,38.72
1096,24/03/13,240,Bakery,Croissant,1,26.32
1096,24/03/13,240,Clothing,Jeans,2,80.67
1096,24/03/13,240,Dairy & Eggs,Eggs,3,132.92
1096,24/03/13,240,Electronics,Earphones,2,77.04
1096,24/03/13,240,Footwear,Shoes,3,22.6
1097,24/06/26,354,Beverages,Soda,3,39.47
1097,24/06/26,354,Dairy & Eggs,Yogurt,3,486.08
1097,24/06/26,354,Household,Tissue,3,184.58
1097,24/06/26,354,Personal Care,Toothpaste,2,479.17
1097,24/06/26,354,Stationery,Marker,1,428.13
1098,24/06/21,482,Beverages,Energy Drink,1,375.21
1098,24/06/21,482,Fruits & Vegetables,Potato,1,332.38
1098,24/06/21,482,Fruits & Vegetables,Spinach,2,298.94
1098,24/06/21,482,Health & Wellness,Pain Reliever,2,25.61
1099,24/11/04,363,Fruits & Vegetables,Carrot,3,414.18
1099,24/11/04,363,Fruits & Vegetables,Onion,3,209.28
1099,24/11/04,363,Grains & Staples,Pasta,3,95.93
1099,24/11/04,363,Grains & Staples,Sugar,1,13.75
1099,24/11/04,363,Household,Tissue,5,271.604
1099,24/11/04,363,Snacks,Biscuits,3,265.14
1100,24/08/16,419,Electronics,Phone Cover,3,20.63
1100,24/08/16,419,Fruits & Vegetables,Onion,3,107.02
1100,24/08/16,419,Grains & Staples,Spices,2,372.72
1100,24/08/16,419,Health & Wellness,Pain Reliever,2,385.1
1100,24/08/16,419,Household,Dishwashing Liquid,2,51.24
1100,24/08/16,419,Meat & Seafood,Fish,3,475.52
1101,24/03/10,364,Beverages,Soda,1,166.85
1101,24/03/10,364,Clothing,Jeans,3,364.07
1101,24/03/10,364,Fruits & Vegetables,Tomato,1,67.64
1101,24/03/10,364,Grains & Staples,Cooking Oil,2,17.42
1101,24/03/10,364,Grains & Staples,Lentils,3,417.39
